categoria,subcategoria,clase,autor,titulo,edicion,ciudad,anio,editorial,pagina,ilustrador,isbn,cantidad,estado,ubicacion,revisar,notas_revision,texto_original
 9. LIBROS DE REFERENCIA 278,,14-06-53,,,,,,,165,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ROLDAN GERRERO RAFAEL, la quimica de nuestro cuerpo tomo IV, pag 165"
 9. LIBROS DE REFERENCIA 278,,14-06-54,,,,,,,1045,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"FRUTON JOSEPH S, bioquimica general, ediciones omega, pag 1045"
 9. LIBROS DE REFERENCIA 278,,14-06-55,,,,,,,246,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ROSENBERG GEROME L, teoria y problemas de quimica general, pag 246"
 9. LIBROS DE REFERENCIA 278,,14-06-56,,,,,,,366,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ESTALELLA JOSE, curso de quimica, ditorial Gustavo gili, tercera edicion, pag 366"
 9. LIBROS DE REFERENCIA 278,,14-06-57,,,,,,"luis vives, pag 384",384,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"EDELVIVES , elementos de la quimica, editorial luis vives, pag 384"
 9. LIBROS DE REFERENCIA 278,,14-06-58,,,,,,"luis vives, pag 384",384,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"EDELVIVES , elementos de la quimica, editorial luis vives, pag 384"
 9. LIBROS DE REFERENCIA 278,,14-06-59,,,,,,,149,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"BRUÑO. G.M, elementos de quimica usual, pag 149"
 9. LIBROS DE REFERENCIA 278,,14-06-60,,,,,,,475,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"TORAL MARIA TERESA , quimica organica experimental, pag 475"
 9. LIBROS DE REFERENCIA 278,,14-06-61,,,,,,"labor, cuatta edicion, pag 440",440,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"BRUGUES CASIMIRO, una quimica moderna para todos, editorial labor, cuatta edicion, pag 440"
 9. LIBROS DE REFERENCIA 278,,14-06-62,,,,,,,669,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"RESTREPO M. FAVIO, quimica basica, pag 669"
 9. LIBROS DE REFERENCIA 278,,14-06-63,,,,,,,26,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"catalogo general de quimica, pag 26"
 9. LIBROS DE REFERENCIA 278,,14-06-64,,,,,,,54,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"NAVARRO MARGATI MARIA LUISA, cartilla higienico - sanitaria, pag 54"
 9. LIBROS DE REFERENCIA 278,,14-06-65,,,,,,,559,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"CARGOL JOAQUIN PLA, elementos de historia natural, pag 559"
 9. LIBROS DE REFERENCIA 278,,14-06-66,,,,,,,,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"BRUÑO. G.M, anatomia y filosofia del hombre , 158"
 9. LIBROS DE REFERENCIA 278,,14-06-67,,,,,,"sopena argentina, segunda edicion, pag 244",244,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"la cocina practica casera, editorial sopena argentina, segunda edicion, pag 244"
 9. LIBROS DE REFERENCIA 278,,14-06-68,,,,,,,270,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"la cocina para todos, pag 270"
 9. LIBROS DE REFERENCIA 278,,14-06-69,,,,,,,319,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"iniciacion en las ciencias, pag 319"
 9. LIBROS DE REFERENCIA 278,,14-06-69,,,,,,,319,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DANIEL, iniciacion en las ciencias, pag 319"
 9. LIBROS DE REFERENCIA 278,,14-06-70,,,,,,,,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"RESTEEPO ALVAREZ GONZALO, arquitectura aldeana y rural, 171"
 9. LIBROS DE REFERENCIA 278,,14-06-71,,,,,,"barcelona, pag 191",191,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"compendio de biologia, editorial barcelona, pag 191"
 9. LIBROS DE REFERENCIA 278,,14-06-72,,,,,,,287,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DANIEL, nuestras plantas, cuarta edicion, pag 287"
 9. LIBROS DE REFERENCIA 278,,14-06-73,,,,,,,306,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"fisiologia e higiene, pag 306"
 9. LIBROS DE REFERENCIA 278,,14-06-75,,,,,,"progreso, pag 360",360,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"LEAL MARIO, ciencias fisicas y naturales, editorial progreso, pag 360"
 9. LIBROS DE REFERENCIA 278,,14-06-76,,,,,,,431,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DANIEL I, zoologia, cuarta edicion, pag 431"
 9. LIBROS DE REFERENCIA 278,,14-06-77,,,,,,"adora, pag 91,",91,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SEVILLA VEGA ALONSO, actividades para exporar la contaminacion, editorial adora, pag 91,"
 9. LIBROS DE REFERENCIA 278,,14-06-78,,,,,,,47,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"el libro de las plantas preguntas y respuestas,pag 47"
 9. LIBROS DE REFERENCIA 278,,14-06-51,,,,,1965,"hobby, edicion 1965, pag 187",187,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"MORGANTI CARLOS, taxidermia entomologia herbarios, editorial hobby, edicion 1965, pag 187"
 9. LIBROS DE REFERENCIA 278,,14-06-52,,,,,,"climent, pag 107",107,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"CAPO NICOLAS, mis obserbaciones clinicas sobre el limon, el ajo y la cebolla, editorial climent, pag 107"
 9. LIBROS DE REFERENCIA 278,,14-06-53,,,,,,,115,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"VANDER D.R. A, vitaminas , salud y vigor por la alimentacion. Pag 115"
 9. LIBROS DE REFERENCIA 278,,14-06-54,,,,,,,157,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"VANDER D.R,regimes agradables para sanos y enfermos, quinta edicion, pag 157"
 9. LIBROS DE REFERENCIA 278,,14-06-55,,,,,,"cromos, pag 293",293,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"PEREZ ALBELAEZ ENRIQUE, plantas medicinales de colombia, editorial cromos, pag 293"
 9. LIBROS DE REFERENCIA 278,,14-06-56,,,,,,,205,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"KAHN FRITH, para comprender el atomo, pag 205"
 9. LIBROS DE REFERENCIA 278,,14-06-57,,,,,,"marin, segunda edicion, pag 347",347,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"IBARZ aznarez JOSE, problemas de quimica general, editorial marin, segunda edicion, pag 347"
 9. LIBROS DE REFERENCIA 278,,14-06-58,,,,,,"magisterio del rio de la plata, pag 63",63,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DRENNEN OLGA- PERRICONI GRACIELA, las palabras cuerpo a cuerpo, editorial magisterio del rio de la plata, pag 63"
 9. LIBROS DE REFERENCIA 278,,14-06-59,,,,,,,52,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"HERRERA MUÑOZ JULIO CESAR, tiempo para la creatividad, pag 52"
 9. LIBROS DE REFERENCIA 278,,14-06-60,,,,,,,72,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"porque gira todo en el universo, pag pag 72"
 9. LIBROS DE REFERENCIA 278,,14-06-61,,,,,,,461,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"PLA CARGOL JOAQUIN , las ciencias fisico-naturales en la escuela, octava edicion, pag 461"
 9. LIBROS DE REFERENCIA 278,,14-06-62,,,,,,,312,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"LUQUE D. LUIS EDUARDO, quimica organica I, pag 312"
 9. LIBROS DE REFERENCIA 278,,14-06-63,,,,,,,280,,,5,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias experimentales aparatos de laboratorio quimica, pag 280"
 9. LIBROS DE REFERENCIA 278,,14-06-64,,,,,,,,,84-86690-13-7,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,"proyecto URI laboratorio I , pag ISBN 84-86690-13-7"
 9. LIBROS DE REFERENCIA 278,,14-06-65,,,,,,,,,84-86690-17-X,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,"proyecto URI laboratorio II , pag ISBN 84-86690-17-X"
 9. LIBROS DE REFERENCIA 278,,14-06-66,,,,,,,,,,3,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias experimentales II biologia protocolo colombo-español de asistencia tecnica,208"
 9. LIBROS DE REFERENCIA 278,,14-06-67,,,,,1978,,167,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"biologia integrada II, segunda edicion 1978, pag 167"
 9. LIBROS DE REFERENCIA 278,,14-06-68,,,,,,,236,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DIAZ E. JULIO, biologia integrada, tomo II pag 236"
 9. LIBROS DE REFERENCIA 278,,14-06-69,,,,,,"didactica, pag 214",214,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SANCHEZ ORTIZ SERGIO, biologia integrada II, editorial didactica, pag 214"
 9. LIBROS DE REFERENCIA 278,,14-06-70,,,,,,,102,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"LUTZ OTTO, zoologia, pag 102"
 9. LIBROS DE REFERENCIA 278,,14-06-71,,,,,,"voluntad,tercera edicion, pag 255",255,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"RORIGUEZ SALOMON, nociones de anatomia , filosofia e higiene del cuerpo humano, editorial voluntad,tercera edicion, pag 255"
 9. LIBROS DE REFERENCIA 278,,14-06-72,,,1,,1949,"Miguel salvatella, primera edicion 1949, pag 26",26,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"atlas de historia natural salvatella IV insectos, editorial Miguel salvatella, primera edicion 1949, pag 26"
 9. LIBROS DE REFERENCIA 278,,14-06-73,,,1,,1949,"Miguel salvatella, primera edicion 1949, pag 30",30,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"atlas de historia natural salvatella zoologia general I, editorial Miguel salvatella, primera edicion 1949, pag 30"
 9. LIBROS DE REFERENCIA 278,,14-06-74,,,1,,1949,"Miguel salvatella, primera edicion 1949, pag 30",30,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"atlas de historia natural salvatella mamiferos II, editorial Miguel salvatella, primera edicion 1949, pag 30"
 9. LIBROS DE REFERENCIA 278,,14-06-75,,,,,,,80,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SOLANO LOZANO NORBERTO, enciclopedia escolar colombiana zoologia, tercera edicion, pag 80"
 9. LIBROS DE REFERENCIA 278,,14-06-76,,,,,,,349,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"sinopsis de biologia general zoologia y botanica,, segunda edicion,pag 349"
 9. LIBROS DE REFERENCIA 278,,14-06-77,,,,,,,313,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"URIBE URIBE LORENZO, botanica, octava edicion, pag 313"
 9. LIBROS DE REFERENCIA 278,,14-06-78,,,,,,,298,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"URIBE URIBE LORENZO, botanica, pag 298"
 9. LIBROS DE REFERENCIA 278,,14-06-79,,,,,,"voluntad, septima edicion, pag 255",255,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"RODRIGUEZ SALOMON, anatomia, fisiologia y salud, editorial voluntad, septima edicion, pag 255"
 9. LIBROS DE REFERENCIA 278,,14-06-80,,,,,,,286,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"iencias biologica botanica y zoologia, pag 286"
 9. LIBROS DE REFERENCIA 278,,14-06-81,,,,,,"stella, pag 308",308,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias biologicas bootanica y zoologia, editorial stella, pag 308"
 9. LIBROS DE REFERENCIA 278,,14-06-82,,,1,,,,751,,,2,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SMALLWOOD WILLIAN L, biologia, primera edicion, pag 751"
 9. LIBROS DE REFERENCIA 278,,14-06-83,,,,,,,321,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"paez perez carlos, ciencias naturales biologia general aplicada a la educacion, decima edicion, pag 321"
 9. LIBROS DE REFERENCIA 278,,14-06-84,,,1,,,"bedout, primera edicion, pag 467",467,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DIAZ E. JULIO, biologia integrada III , editorial bedout, primera edicion, pag 467"
 9. LIBROS DE REFERENCIA 278,,14-06-85,,,,,,"didactica, pag 259",259,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SANCHEZ ORTIZ SERGIO, biologia integrada III curso basico de educacion media, , editorial didactica, pag 259"
 9. LIBROS DE REFERENCIA 278,,14-06-86,,,,,,,441,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"VELEZ E. IMELDA, zoologia general, pag 441"
 9. LIBROS DE REFERENCIA 278,,14-06-87,,,,,,,363,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"nociones de biologia animal, segunda edicion, pag 363"
 9. LIBROS DE REFERENCIA 278,,14-06-88,,,,,,,,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias biologicas botanica y zoologia, segunda erdicion, 286"
 9. LIBROS DE REFERENCIA 278,,14-06-89,,,,,,,247,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SALOMON RODRIGUEZ, nociones de anatomia-fisiologia, higiene del cuerpo humano, sexta edicion, pag 247"
 9. LIBROS DE REFERENCIA 278,,14-06-90,,,,,,"bedout, segunda edicion, pag 256",256,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DIAZ JIMENEZ JULIO ENRRIQUE, biologia animal, editorial bedout, segunda edicion, pag 256"
 9. LIBROS DE REFERENCIA 278,,14-06-91,,,,,,"bedeut, segunda edicion, pag 357",357,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"GALINDO GUERRERO FRANCISCO , biologia humana, editorial bedeut, segunda edicion, pag 357"
 9. LIBROS DE REFERENCIA 278,,14-06-92,,,,,,"bedeut, segunda edicion, pag 299",299,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DUQUE R. JOSE IGNACIO, biologia humana, editorial bedeut, segunda edicion, pag 299"
 9. LIBROS DE REFERENCIA 278,,14-06-93,,,,,,"voluntad, segunda edicion, pag 291",291,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DE RECASENS JODE- LONDOÑO BERNARDO, la naturaleza, editorial voluntad, segunda edicion, pag 291"
 9. LIBROS DE REFERENCIA 278,,14-06-94,,,,,,"bedeut, septima edicion, pag 231",231,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"MARCOS H. CLAUDIO, anatomia,fisiologia e higiene, editorial bedeut, septima edicion, pag 231"
 9. LIBROS DE REFERENCIA 278,,14-06-95,,,,,,,216,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"VALECILLO VICTOR M, elementos de ciencias fisicas y naturales, decimaoctava edicion, pag 216"
 9. LIBROS DE REFERENCIA 278,,14-06-96,,,,,,,144,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias 1, septima edicion, pag 144"
 9. LIBROS DE REFERENCIA 278,,14-06-97,,,,,,,447,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciancias naturales, pag 447"
 9. LIBROS DE REFERENCIA 278,,14-06-98,,,,,,"voluntad, pag 301",301,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DE RECASENS JODE- LONDOÑO BERNARDO, la naturaleza introcion a las ciencias naturales, editorial voluntad, pag 301"
 9. LIBROS DE REFERENCIA 278,,14-06-99,,,,,,,231,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"anatomia, fisiologia e higiene, quinta edicion, pag 231"
 9. LIBROS DE REFERENCIA 278,,14-06-100,,,,,,"voluntad, pag 307",307,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DE RECASENS JOSE, la naturaleza biologia humana, editorial voluntad, pag 307"
 9. LIBROS DE REFERENCIA 278,,14-06-101,,,,,,"voluntad, octava edicion, pag 255",255,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"RODRIGUEZ SALOMON, anatomia, fisiologia y salud, editorial voluntad, octava edicion, pag 255"
 9. LIBROS DE REFERENCIA 278,,14-06-102,,,1,,,,192,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"MARCES H. CLAUDIO, anatomia, fisiologia e higiene, primera edicion, pag 192"
 9. LIBROS DE REFERENCIA 278,,14-06-103,,,,,,,375,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"paez perez carlos, ciencias naturales biologia general aplicada a la educacion,tercera edicion, pag 375"
 9. LIBROS DE REFERENCIA 278,,14-06-104,,,,,,,289,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"FUSTER PATRICIO ESTEBAN, curso de botanica, pag 289"
 9. LIBROS DE REFERENCIA 278,,14-06-105,,,,,,"voluntad, pag 205",205,,,2,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"DE DECASENS JOSE, la naturaleza biologia vejetal, editorial voluntad, pag 205"
 9. LIBROS DE REFERENCIA 278,,14-06-106,,,,,,,340,,,5,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"PAEZ PEREZ CARLOS, ciencias naturales biologia general aplicada a la educacion,decima edicion, pag 340"
 9. LIBROS DE REFERENCIA 278,,14-06-107,,,,,,"bedeut, tercera edicion, pag 357174",357174,,,4,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"GALINDO GUERRERO FRANCISCO , biologia vegetal, editorial bedeut, tercera edicion, pag 357174"
 9. LIBROS DE REFERENCIA 278,,14-06-108,,,,,,"bedeut, cuarta edicion,pag 520",520,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"MONTOYA POTES RAFAEL, quimica fundamental , editorial bedeut, cuarta edicion,pag 520"
 9. LIBROS DE REFERENCIA 278,,14-06-109,,,,,,,338,,,2,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"PAEZ PEREZ CARLOS, ciencias naturales biologia vegetal, pag 338"
 9. LIBROS DE REFERENCIA 278,,14-06-110,,,,,,"bedout, pag 399",399,,,2,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"TABARES B. ANTONIO M, biologia vegetal, editorial bedout, pag 399"
 9. LIBROS DE REFERENCIA 278,,14-06-111,,,,,,,144,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias 1, segunda edicion, pag 144"
 9. LIBROS DE REFERENCIA 278,,14-06-112,,,,,,,145,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias 2 manual, tercera edicion, pag 145"
 9. LIBROS DE REFERENCIA 278,,14-06-113,,,,,,"voluntad, pag 160",160,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias 3 manual, editorial voluntad, pag 160"
 9. LIBROS DE REFERENCIA 278,,14-06-114,,,,,,"didactica, pag 259",259,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SANCHEZ ORTIZ SERGIO, biologia integrada III, editorial didactica, pag 259"
 9. LIBROS DE REFERENCIA 278,,14-06-115,,,,,,"bedeut, pag 354",354,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"TABARES B. ANTONIO M, introduccion a las ciencias, editorial bedeut, pag 354"
 9. LIBROS DE REFERENCIA 278,,14-06-116,,,,,1968,,277,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"CARLOS PAEZ PEREZ, introduccion a las ciencias, cuarta edicion de 1968, pag 277"
 9. LIBROS DE REFERENCIA 278,,14-06-117,,,,,,"McGRAW, pag 151",151,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"MONCAYO GUIDO A, ciencias en accion 1, editorial McGRAW, pag 151"
 9. LIBROS DE REFERENCIA 278,,14-06-118,,,,,,,340,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"biologia vegetal, decima edicion, pag 340"
 9. LIBROS DE REFERENCIA 278,,14-06-119,,,1,,,,563,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"BRANWEIN/STOLLBERG/BURNETT, biologia la vida - sus forma y sus cambios, primera edicion en español, pag 563"
 9. LIBROS DE REFERENCIA 278,,14-06-120,,,1,,,,751,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SMALLWOOD WILLIAN L, biologia, primera edicion, pag 751"
 9. LIBROS DE REFERENCIA 278,,14-06-121,,,,,,,,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"TOSCO UBERTO, diccionario de botanica, 244"
 9. LIBROS DE REFERENCIA 278,,14-06-122,,,,,,"teide S: A, barcelona, pag 241",241,,,2,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"PARENTI UMBERTO, diccionario de zoologia, editorial teide S: A, barcelona, pag 241"
 9. LIBROS DE REFERENCIA 278,,14-06-123,,,,,,"voluntad,pag 368, ISBN 958-02-1129-9",368,,958-02-1129-9,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,"spin quimica 10º, editorial voluntad,pag 368, ISBN 958-02-1129-9"
 9. LIBROS DE REFERENCIA 278,,14-06-124,,,,,1999,,167,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"estados de los recursos naturales y del ambiente 1999-2000, pag 167"
 9. LIBROS DE REFERENCIA 278,,14-06-125,,,,,1978,,191,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"biologia integrada III, segunda edicion 1978, pag 191"
 9. LIBROS DE REFERENCIA 278,,14-06-126,,,,,1978,,263,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado,"biologia integrada IV, segunda edicion 1978, pag 263"
 9. LIBROS DE REFERENCIA 278,,14-06-127,,,,,,,208,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"ciencias experimentales biologia, protocolo colombo español de asistencia tecnica, pag 208"
 9. LIBROS DE REFERENCIA 278,,14-06-01,,,,,,"voluntad, 288pag",,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"como investigar en ciencias, editorial voluntad, 288pag"
 9. LIBROS DE REFERENCIA 278,,14-06-02,,,1,,,,245,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"BOBROWSKY GAEEN, laboratorio de bologia investigaciones, primera edicion en español, pag 245"
 9. LIBROS DE REFERENCIA 278,,14-06-03,,,,,,"norma, pag , 168, ISBN 84-8276-001-7",,,84-8276-001-7,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,"ROLDAN GABRIEL, VELASQUEZ LUIS FERNANDO, biologia, moleculas, celulas y vida, editorial norma, pag , 168, ISBN 84-8276-001-7"
 9. LIBROS DE REFERENCIA 278,,14-06-04,,,,,,"voluntad, pag 128 , ISBN 958-02-0441-1",128,,958-02-0441-1,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,"IBARRA MONTENEGRO JORGE, biologos ciencias naturales y de salud 3, editorial voluntad, pag 128 , ISBN 958-02-0441-1"
 9. LIBROS DE REFERENCIA 278,,14-06-05,,,,,,,309,,,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin ISBN detectado; Sin año detectado,"SALAMANCA EDE ROCIO GLORIA, biologia integraada IX grado de enseñanza basica, pag 309"
 9. LIBROS DE REFERENCIA 278,,14-06-06,,,,,,,176,,84-8279-091-9,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,"GUTIERREZ RIVEROS LILIA, bio,ogia los seres y la naturaleza, pag 176, ISBN 84-8279-091-9"
 9. LIBROS DE REFERENCIA 278,,14-06-07,,,,,,,176,,858-05-0046-0,1,R,Biblioteca,True,Autor/título no identificado automáticamente; Sin año detectado,"GUTIERREZ RIVEROS LILIA, biologia los seres y la naturaleza 2, pag 176, ISBN 858-05-0046-0"
